stop_id,stop_code,stop_name,stop_desc,latitude,longitude,zone_id,parent_station,level_name,geometry_point,,
A0259,259,SWC Ave & Ridgewood Terr,,53.638156,-113.60571,2STA,,Ground Level,POINT (-113.60571 53.638156),,
A0135,135,Mission Ave & Milburn Cr,,53.637429,-113.643708,2STA,,Ground Level,POINT (-113.643708 53.637429),,
8853,8853,Grove Drive & Spruce Village Way,,53.557818,-113.878501,5SGT,,Ground Level,POINT (-113.878501 53.557818),,
5046,5046,167 Street & 83 Avenue,,53.516456,-113.609024,1EDM,,Ground Level,POINT (-113.609024 53.516456),,
ODT-4038,4038,142 Street & 50 Avenue,Edmonton Transit On-Demand Stop,53.487606,-113.565582,1EDM,,Ground Level,POINT (-113.565582 53.487606),,
99387,99387,182 Street & Keswick Drive SW,,53.413258,-113.636343,1EDM,,Ground Level,POINT (-113.636343 53.413258),,
3827,3827,72 Street & 23 Avenue,,53.453642,-113.44455,1EDM,,Ground Level,POINT (-113.44455 53.453642),,
5439,5439,149 Street & 99 Avenue,,53.53743,-113.57811,1EDM,,Ground Level,POINT (-113.57811 53.53743),,
1624,1624,76 Street & 120 Avenue,,53.573419,-113.457947,1EDM,,Ground Level,POINT (-113.457947 53.573419),,
F5012,5012,Southfort Drive and Allard Way NB,,53.691812,-113.217581,6FST,,Ground Level,POINT (-113.217581 53.691812),,
6867,6867,134 Street & 165 Avenue,,53.626633,-113.55373,1EDM,,Ground Level,POINT (-113.55373 53.626633),,
2831,2831,99 Street & 69 Avenue,,53.505215,-113.486373,1EDM,,Ground Level,POINT (-113.486373 53.505215),,
ODT-1936,1936,111 Street & Jasper Avenue,Edmonton Transit On-Demand Stop,53.541929,-113.512,1EDM,,Ground Level,POINT (-113.512 53.541929),,
7830,7830,Belvedere Station,,53.588349,-113.4328,1EDM,Q3622,Station Level,POINT (-113.4328 53.588349),,
7242,7242,26 Street & 140 Avenue,,53.603198,-113.382182,1EDM,,Ground Level,POINT (-113.382182 53.603198),,
9356,9356,125 Street & 20 Avenue SW,,53.41389,-113.538296,1EDM,,Ground Level,POINT (-113.538296 53.41389),,
8179,8179,Rosenthal Way & Rosenthal Link,,53.523125,-113.69528,1EDM,,Ground Level,POINT (-113.69528 53.523125),,
22184,22184,42 Street & Roper Road,,53.495627,-113.406607,1EDM,,Ground Level,POINT (-113.406607 53.495627),,
2988,2988,116 Street & Belgravia Road,,53.50703,-113.531897,1EDM,,Ground Level,POINT (-113.531897 53.50703),,
7097,7097,97 Street & 129B Avenue,,53.589889,-113.491785,1EDM,,Ground Level,POINT (-113.491785 53.589889),,
8730,8730,Century Road & Grove Drive,,53.557857,-113.887116,5SGT,,Ground Level,POINT (-113.887116 53.557857),,
S8322,8322,Jim Common Dr & Catalina Dr,,53.551555,-113.285991,4SCT,,Ground Level,POINT (-113.285991 53.551555),,
88707,88707,218 Street & 92 Avenue,,53.527163,-113.694337,1EDM,,Ground Level,POINT (-113.694337 53.527163),,
L0110,110,50 Street & 65 Avenue,,53.277481,-113.548667,9LT,,Ground Level,POINT (-113.548667 53.277481),,
5097,5097,163 Street & 99 Avenue,,53.537795,-113.60261,1EDM,,Ground Level,POINT (-113.60261 53.537795),,
A0005,5,Grosvenor Blvd & Glenmore Cres,,53.627081,-113.626728,2STA,,Ground Level,POINT (-113.626728 53.627081),,
5305,5305,146 Street & 111 Avenue,,53.559,-113.570609,1EDM,,Ground Level,POINT (-113.570609 53.559),,
4364,4364,Burton Road & Butchart Drive,,53.475102,-113.569325,1EDM,,Ground Level,POINT (-113.569325 53.475102),,
2864,2864,102 Street & 82 Avenue,,53.517938,-113.493408,1EDM,,Ground Level,POINT (-113.493408 53.517938),,
2071,2071,67 Street & 106 Avenue,,53.549368,-113.433204,1EDM,,Ground Level,POINT (-113.433204 53.549368),,
77125,77125,14 Street & Fraser Way,,53.611487,-113.36429,1EDM,,Ground Level,POINT (-113.36429 53.611487),,
F3015,3015,100 Avenue and 108 Street EB,,53.714491,-113.206713,6FST,,Ground Level,POINT (-113.206713 53.714491),,
3946,3946,Silver Berry Road & 28A Avenue,,53.458246,-113.386644,1EDM,,Ground Level,POINT (-113.386644 53.458246),,
6257,6257,119 Street & 137 Avenue,,53.599366,-113.527519,1EDM,,Ground Level,POINT (-113.527519 53.599366),,
4075,4075,119 Street & 23 Avenue,,53.453758,-113.533364,1EDM,,Ground Level,POINT (-113.533364 53.453758),,
7321,7321,88 Street & 130 Avenue,,53.589188,-113.476636,1EDM,,Ground Level,POINT (-113.476636 53.589188),,
5078,5078,152 Street & 118 Avenue,,53.570499,-113.583981,1EDM,,Ground Level,POINT (-113.583981 53.570499),,
E281,E281,Holyrood Stop South,,53.527791,-113.457409,,QHOL,Ground Level,POINT (-113.457409 53.527791),,
6533,6533,St Albert Trail & 130 Avenue,,53.58991,-113.564667,1EDM,,Ground Level,POINT (-113.564667 53.58991),,
3623,3623,97 Street & 41 Avenue,,53.476203,-113.47952,1EDM,,Ground Level,POINT (-113.47952 53.476203),,
3017,3017,34 Street & Kaufman Way,,53.467234,-113.393975,1EDM,,Ground Level,POINT (-113.393975 53.467234),,
6037,6037,100 Street & 156 Avenue,,53.616626,-113.495827,1EDM,,Ground Level,POINT (-113.495827 53.616626),,
A0003,3,Grandin Rd & Glen Meadow Cres,,53.625696,-113.621704,2STA,,Ground Level,POINT (-113.621704 53.625696),,
7854,7854,37 Street & 134 Avenue,,53.594897,-113.398098,1EDM,,Ground Level,POINT (-113.398098 53.594897),,
2159,2159,83 Street & 82 Avenue,,53.518156,-113.456685,1EDM,,Ground Level,POINT (-113.456685 53.518156),,
2293,2293,79 Street & 104 Avenue,,53.546123,-113.449385,1EDM,,Ground Level,POINT (-113.449385 53.546123),,
ODT-33017,33017,12 Street & Aster Boulevard,Edmonton Transit On-Demand Stop,53.45001,-113.36171,1EDM,,Ground Level,POINT (-113.36171 53.45001),,
66105,66105,153 Street & 131 Avenue,,53.59038,-113.584772,1EDM,,Ground Level,POINT (-113.584772 53.59038),,
77842,77842,66 Street & 167 Avenue,,53.629477,-113.442746,1EDM,,Ground Level,POINT (-113.442746 53.629477),,
9701,9701,Rutherford Road & 13 Avenue SW,,53.420039,-113.521276,1EDM,,Ground Level,POINT (-113.521276 53.420039),,
6729,6729,134 Street & 153 Avenue,,53.614671,-113.551818,1EDM,,Ground Level,POINT (-113.551818 53.614671),,
3444,3444,Mill Woods Road E & 26 Avenue,,53.4578,-113.408979,1EDM,,Ground Level,POINT (-113.408979 53.4578),,
5238,5238,156 Street & 76 Avenue,,53.508359,-113.590248,1EDM,,Ground Level,POINT (-113.590248 53.508359),,
5670,5670,175 Street & 99 Avenue,,53.536314,-113.622095,1EDM,,Ground Level,POINT (-113.622095 53.536314),,
23359,23359,52 Street & Fulton Road,,53.547508,-113.419384,1EDM,,Ground Level,POINT (-113.419384 53.547508),,
6352,6352,121 Street & 153 Avenue,,53.617058,-113.531042,1EDM,,Ground Level,POINT (-113.531042 53.617058),,
L0347,347,5 Street & 25 Avenue,,53.352285,-113.531466,9LT,,Ground Level,POINT (-113.531466 53.352285),,
Q3623,,Clareview Station,,53.601592,-113.411819,1EDM,,,POINT (-113.411819 53.601592),,
A0020,20,Erin Ridge Dr & Ellington Cr,,53.666661,-113.622271,2STA,,Ground Level,POINT (-113.622271 53.666661),,
S9184,9184,Granada Blvd & Colwil Blvd,,53.523249,-113.27038,4SCT,,Ground Level,POINT (-113.27038 53.523249),,
2541,2541,34 Street & 76 Avenue,,53.512319,-113.392545,1EDM,,Ground Level,POINT (-113.392545 53.512319),,
L0105,105,Black Gold Drive & Rollyview Road,,53.251045,-113.525204,9LT,,Ground Level,POINT (-113.525204 53.251045),,
ODT-1558,1558,65 Street & 121 Avenue,Edmonton Transit On-Demand Stop,53.575069,-113.441108,1EDM,,Ground Level,POINT (-113.441108 53.575069),,
4011,4011,Hodgson Road & Hodgson Boulevard,,53.458722,-113.563006,1EDM,,Ground Level,POINT (-113.563006 53.458722),,
A0999,999,Boudreau Rd & Ironwood Dr,,53.652027,-113.621781,2STA,,Ground Level,POINT (-113.621781 53.652027),,
5582,5582,142 Street & 118 Avenue,,53.569833,-113.565942,1EDM,,Ground Level,POINT (-113.565942 53.569833),,
1440,1440,32 Street & Abbottsfield Road,,53.575153,-113.390635,1EDM,,Ground Level,POINT (-113.390635 53.575153),,
8166,8166,211 Street & 96 Avenue,,53.53238,-113.682387,1EDM,,Ground Level,POINT (-113.682387 53.53238),,
6757,6757,156 Street & 128 Avenue,,53.585322,-113.59009,1EDM,,Ground Level,POINT (-113.59009 53.585322),,
4162,4162,104A Street & 21 Avenue,,53.452479,-113.498953,1EDM,,Ground Level,POINT (-113.498953 53.452479),,
1778,1778,121 Street & Kingsway,,53.569616,-113.529513,1EDM,,Ground Level,POINT (-113.529513 53.569616),,
3033,3033,Knottwood Road W & 16 Avenue,,53.44532,-113.462546,1EDM,,Ground Level,POINT (-113.462546 53.44532),,
1176,1176,34 Street & 114 Avenue,,53.567157,-113.393604,1EDM,,Ground Level,POINT (-113.393604 53.567157),,
4326,4326,106A Street & 25 Avenue,,53.456152,-113.502906,1EDM,,Ground Level,POINT (-113.502906 53.456152),,
9633,9633,156 Street & Windermere Boulevard SW,,53.433338,-113.592033,1EDM,,Ground Level,POINT (-113.592033 53.433338),,
3279,3279,76 Street & Millbourne Road W,,53.481242,-113.453115,1EDM,,Ground Level,POINT (-113.453115 53.481242),,
2819,2819,50 Street & Eleniak Road,,53.500956,-113.418038,1EDM,,Ground Level,POINT (-113.418038 53.500956),,
2315,2315,Gateway Boulevard & 48 Avenue,,53.4856,-113.492871,1EDM,,Ground Level,POINT (-113.492871 53.4856),,
7445,7445,24 Street & 137 Avenue,,53.599942,-113.379244,1EDM,,Ground Level,POINT (-113.379244 53.599942),,
7135,7135,82 Street & 130 Avenue,,53.588781,-113.467368,1EDM,,Ground Level,POINT (-113.467368 53.588781),,
A0034,34,Oakridge Dr S & Otter Cr,,53.658059,-113.604645,2STA,,Ground Level,POINT (-113.604645 53.658059),,
4759,4759,South Terwillegar Drive & Shaske Gate,,53.436097,-113.577972,1EDM,,Ground Level,POINT (-113.577972 53.436097),,
9145,9145,70 Street & Shaw Way SW,,53.41407,-113.450139,1EDM,,Ground Level,POINT (-113.450139 53.41407),,
3192,3192,Tamarack Road & 37A Avenue,,53.47324,-113.365289,1EDM,,Ground Level,POINT (-113.365289 53.47324),,
A0388,388,Willoughby Dr & Wycliff Pl,,53.646484,-113.599365,2STA,,Ground Level,POINT (-113.599365 53.646484),,
2030,2030,46 Street & 106 Avenue,,53.550978,-113.413083,1EDM,,Ground Level,POINT (-113.413083 53.550978),,
S8111,8111,Sherwood Dr & Cranford Wy,,53.543045,-113.295418,4SCT,,Ground Level,POINT (-113.295418 53.543045),,
6294,6294,109 Street & Beaumaris Road,,53.621787,-113.510262,1EDM,,Ground Level,POINT (-113.510262 53.621787),,
5229,5229,156 Street & 110 Avenue,,53.5559,-113.590067,1EDM,,Ground Level,POINT (-113.590067 53.5559),,
9559,9559,Windermere Wynd & Wahl Place,,53.442089,-113.622487,1EDM,,Ground Level,POINT (-113.622487 53.442089),,
22229,22229,113 Street & 60 Avenue,,53.499069,-113.52234,1EDM,,Ground Level,POINT (-113.52234 53.499069),,
6447,6447,100 Street & 160 Avenue,,53.621215,-113.495742,1EDM,,Ground Level,POINT (-113.495742 53.621215),,
1203,1203,Coliseum Transit Centre Bay C,,53.570721,-113.459617,1EDM,,Ground Level,POINT (-113.459617 53.570721),,
2598,2598,50 Street & 72 Avenue,,53.508418,-113.418073,1EDM,,Ground Level,POINT (-113.418073 53.508418),,
1531,1531,82 Street & 111 Avenue,,53.55968,-113.468019,1EDM,,Ground Level,POINT (-113.468019 53.55968),,
6388,6388,St Albert Trail & 130 Avenue,,53.58882,-113.564173,1EDM,,Ground Level,POINT (-113.564173 53.58882),,
2776,2776,113 Street & 65 Avenue,,53.501197,-113.523009,1EDM,,Ground Level,POINT (-113.523009 53.501197),,
E1,E1,Churchill Square At 100 St & 102 Ave,,53.543522,-113.490144,,Q3620,Ground Level,POINT (-113.490144 53.543522),,
7697,7697,97 Street & 144 Avenue,,53.606705,-113.490545,1EDM,,Ground Level,POINT (-113.490545 53.606705),,
3597,3597,57 Street & 40 Avenue,,53.476145,-113.423299,1EDM,,Ground Level,POINT (-113.423299 53.476145),,
6002,6002,Castle Downs Transit Centre Bay B,,53.61668,-113.51621,1EDM,,Ground Level,POINT (-113.51621 53.61668),,
2275,2275,75 Street & 106 Avenue,,53.549233,-113.442452,1EDM,,Ground Level,POINT (-113.442452 53.549233),,
1223,1223,106 Street & 117 Avenue,,53.567449,-113.503102,1EDM,,Ground Level,POINT (-113.503102 53.567449),,
E276,E276,Avonmore Stop North Entrance,,53.509521,-113.455082,,QAVO,Ground Level,POINT (-113.455082 53.509521),,
9215,9215,121 Street & 22 Avenue SW,,53.411364,-113.536519,1EDM,,Ground Level,POINT (-113.536519 53.411364),,
3759,3759,32 Street & 23 Avenue,,53.453981,-113.385829,1EDM,,Ground Level,POINT (-113.385829 53.453981),,
7337,7337,68 Street & Delwood Road,,53.595707,-113.446559,1EDM,,Ground Level,POINT (-113.446559 53.595707),,
4458,4458,108 Street & 40 Avenue,,53.475503,-113.511311,1EDM,,Ground Level,POINT (-113.511311 53.475503),,
ODT-66110,66110,140 Street & 167 Avenue,Edmonton Transit On-Demand Stop,53.628604,-113.561822,1EDM,,Ground Level,POINT (-113.561822 53.628604),,
7943,7943,Clareview Road & 132A Avenue,,53.593774,-113.384358,1EDM,,Ground Level,POINT (-113.384358 53.593774),,
6230,6230,121 Street & 146 Avenue,,53.608837,-113.531062,1EDM,,Ground Level,POINT (-113.531062 53.608837),,
6930,6930,102 Street & 134 Avenue,,53.59457,-113.494365,1EDM,,Ground Level,POINT (-113.494365 53.59457),,
4720,4720,Leigh Crescent & Leger Boulevard,,53.460215,-113.568882,1EDM,,Ground Level,POINT (-113.568882 53.460215),,
6419,6419,127 Street & 158 Avenue,,53.620592,-113.541042,1EDM,,Ground Level,POINT (-113.541042 53.620592),,
A0078,78,Riel Dr & Rayborn Cres,,53.624433,-113.642324,2STA,,Ground Level,POINT (-113.642324 53.624433),,
ODT-9059,9059,Blackburn Drive W & Blackburn Place SW,Edmonton Transit On-Demand Stop,53.429227,-113.497608,1EDM,,Ground Level,POINT (-113.497608 53.429227),,
2431,2431,17 Street & 76 Avenue,,53.511724,-113.369383,1EDM,,Ground Level,POINT (-113.369383 53.511724),,
L0192,192,Black Gold Drive & 48 Street,,53.258099,-113.547292,9LT,,Ground Level,POINT (-113.547292 53.258099),,
6699,6699,Castle Downs Road & 156 Avenue,,53.617957,-113.517678,1EDM,,Ground Level,POINT (-113.517678 53.617957),,
5451,5451,150 Street & 87 Avenue,,53.519366,-113.579414,1EDM,,Ground Level,POINT (-113.579414 53.519366),,
5794,5794,178 Street & Stony Plain Road,,53.540088,-113.627609,1EDM,,Ground Level,POINT (-113.627609 53.540088),,
7007,7007,Northgate Transit Centre Bay D,,53.599884,-113.489115,1EDM,,Ground Level,POINT (-113.489115 53.599884),,
77422,77422,52A Street & 167 Avenue,,53.62854,-113.414767,1EDM,,Ground Level,POINT (-113.414767 53.62854),,
4166,4166,113 Street & Saddleback Road N Ent,,53.461122,-113.524059,1EDM,,Ground Level,POINT (-113.524059 53.461122),,
A0121,121,St Vital Ave & Mt Royal Dr,,53.636485,-113.633947,2STA,,Ground Level,POINT (-113.633947 53.636485),,
S7433,7433,Davidson Dr & Dalton Wy,,53.553609,-113.26471,4SCT,,Ground Level,POINT (-113.26471 53.553609),,
E291,E291,102 St Stop East Entrance,,53.543156,-113.494037,,Q102St,Ground Level,POINT (-113.494037 53.543156),,
7221,7221,82 Street & 134 Avenue,,53.595366,-113.468143,1EDM,,Ground Level,POINT (-113.468143 53.595366),,
5043,5043,142 Street & 95 Avenue,,53.53222,-113.565456,1EDM,,Ground Level,POINT (-113.565456 53.53222),,
7620,7620,Victoria Trail & 151 Avenue,,53.613555,-113.380806,1EDM,,Ground Level,POINT (-113.380806 53.613555),,
3914,3914,Mill Woods Transit Centre Bay N,,53.457079,-113.429099,1EDM,,Ground Level,POINT (-113.429099 53.457079),,
5117,5117,154 Street & 123 Avenue,,53.576991,-113.588235,1EDM,,Ground Level,POINT (-113.588235 53.576991),,
2838,2838,106 Street & 66 Avenue,,53.502237,-113.504316,1EDM,,Ground Level,POINT (-113.504316 53.502237),,
A0363,363,Willoughby Dr & Wolcott Pl,,53.649721,-113.601162,2STA,,Ground Level,POINT (-113.601162 53.649721),,
2673,2673,95 Street & 58 Avenue,,53.493855,-113.474715,1EDM,,Ground Level,POINT (-113.474715 53.493855),,
55065,55065,159 Street & 81 Avenue,,53.514726,-113.596808,1EDM,,Ground Level,POINT (-113.596808 53.514726),,
7473,7473,53 Street & 144 Avenue,,53.607003,-113.423397,1EDM,,Ground Level,POINT (-113.423397 53.607003),,
E60,E60,,,53.541095,-113.491254,,Q3619,Concourse Level,POINT (-113.491254 53.541095),,
5197,5197,153 Street & 87 Avenue,,53.51938,-113.584516,1EDM,,Ground Level,POINT (-113.584516 53.51938),,
A0603,603,Poirier Ave & Campbell Rd,,53.642332,-113.580136,2STA,,Ground Level,POINT (-113.580136 53.642332),,
3659,3659,Mill Woods Road & 38 Avenue,,53.473111,-113.451236,1EDM,,Ground Level,POINT (-113.451236 53.473111),,
66197,66197,Rapperswill Drive & 172 Avenue,,53.634355,-113.534698,1EDM,,Ground Level,POINT (-113.534698 53.634355),,
1057,1057,82 Street & 125 Avenue,,53.581038,-113.467479,1EDM,,Ground Level,POINT (-113.467479 53.581038),,
5815,5815,Dalhousie Way & Lessard Road,,53.486157,-113.640307,1EDM,,Ground Level,POINT (-113.640307 53.486157),,
8447,8447,182 Street & 102 Avenue,,53.543251,-113.63588,1EDM,,Ground Level,POINT (-113.63588 53.543251),,
S6103,6103,Alder Av & Glenwood Dr,,53.516905,-113.289168,4SCT,,Ground Level,POINT (-113.289168 53.516905),,
4483,4483,Towne Centre Boulevard & 23 Avenue,,53.454904,-113.58254,1EDM,,Ground Level,POINT (-113.58254 53.454904),,
3093,3093,Parsons Road & 34 Avenue,,53.46838,-113.485891,1EDM,,Ground Level,POINT (-113.485891 53.46838),,
3345,3345,Mill Woods Road & 37 Avenue,,53.470905,-113.452185,1EDM,,Ground Level,POINT (-113.452185 53.470905),,
99102,99102,Watt Drive & 22 Avenue SW,,53.413928,-113.425412,1EDM,,Ground Level,POINT (-113.425412 53.413928),,
A0705,705,Corriveau Avenue & Veness Road,,53.642289,-113.567292,2STA,,Ground Level,POINT (-113.567292 53.642289),,
6251,6251,127 Street & 134 Avenue,,53.594543,-113.54104,1EDM,,Ground Level,POINT (-113.54104 53.594543),,
8022,8022,Lewis Estates Boulevard & Suder Greens Drive,,53.520929,-113.680338,1EDM,,Ground Level,POINT (-113.680338 53.520929),,
77196,77196,Ebbers Boulevard & 153 Avenue,,53.61369,-113.39965,1EDM,,Ground Level,POINT (-113.39965 53.61369),,
22076,22076,75 Street & 68 Avenue,,53.505104,-113.441037,1EDM,,Ground Level,POINT (-113.441037 53.505104),,
3163,3163,48 Street & 17A Avenue,,53.447081,-113.41324,1EDM,,Ground Level,POINT (-113.41324 53.447081),,
7808,7808,50 Street & McLeod Road,,53.613328,-113.418342,1EDM,,Ground Level,POINT (-113.418342 53.613328),,
ODT-2130,2130,62 Street & 92 Avenue,Edmonton Transit On-Demand Stop,53.526735,-113.426616,1EDM,,Ground Level,POINT (-113.426616 53.526735),,
2089,2089,91 Street & 86 Avenue,,53.522435,-113.467337,1EDM,,Ground Level,POINT (-113.467337 53.522435),,
4126,4126,Riverbend Road & Rhatigan Road W,,53.474464,-113.590991,1EDM,,Ground Level,POINT (-113.590991 53.474464),,
22349,22349,17 Street & Whitemud Drive,,53.485765,-113.368656,1EDM,,Ground Level,POINT (-113.368656 53.485765),,
6632,6632,139 Street & 156 Avenue,,53.616947,-113.562703,1EDM,,Ground Level,POINT (-113.562703 53.616947),,
1545,1545,48 Street & 121 Avenue,,53.575037,-113.414932,1EDM,,Ground Level,POINT (-113.414932 53.575037),,
1037,1037,48 Street & 121 Avenue,,53.575118,-113.415628,1EDM,,Ground Level,POINT (-113.415628 53.575118),,
ODT-88197,88197,Erlanger Link & Edgemont Boulevard,Edmonton Transit On-Demand Stop,53.467728,-113.679956,1EDM,,Ground Level,POINT (-113.679956 53.467728),,
L0197,197,43 Street & 77 Avenue,,53.297641,-113.53708,9LT,,Ground Level,POINT (-113.53708 53.297641),,
A0040,40,Oak Vista Dr & Oakmont Dr,,53.661112,-113.60546,2STA,,Ground Level,POINT (-113.60546 53.661112),,
8951,8951,180 Street & Stony Plain Road,,53.541476,-113.633595,1EDM,,Ground Level,POINT (-113.633595 53.541476),,
2378,2378,Gateway Boulevard & 51 Avenue,,53.488023,-113.491173,1EDM,,Ground Level,POINT (-113.491173 53.488023),,
22721,22721,105 Street & 76 Avenue,,53.512281,-113.500802,1EDM,,Ground Level,POINT (-113.500802 53.512281),,
88199,88199,Stillwater Boulevard & 19 Avenue,,53.450805,-113.673012,1EDM,,Ground Level,POINT (-113.673012 53.450805),,
5977,5977,Wanyandi Road & Wahstao Road,,53.501962,-113.610009,1EDM,,Ground Level,POINT (-113.610009 53.501962),,
7235,7235,64 Street & 129 Avenue,,53.58769,-113.440379,1EDM,,Ground Level,POINT (-113.440379 53.58769),,
2506,2506,114A Street & 51 Avenue,,53.48838,-113.525741,1EDM,,Ground Level,POINT (-113.525741 53.48838),,
A0571,571,Poirier Avenue & Sir Winston Churchill Avenue,,53.643824,-113.592956,2STA,,Ground Level,POINT (-113.592956 53.643824),,
ODT-88252,88252,Edmonds Crescent & Edgemont Boulevard,Edmonton Transit On-Demand Stop,53.467212,-113.674258,1EDM,,Ground Level,POINT (-113.674258 53.467212),,
S7702,7702,Carson Dr & Christian Wy,,53.544636,-113.271085,4SCT,,Ground Level,POINT (-113.271085 53.544636),,
1356,1356,90 Street & Rowland Road,,53.547626,-113.472339,1EDM,,Ground Level,POINT (-113.472339 53.547626),,
S6048,6048,Oak St & Sherwood Dr,,53.524383,-113.309013,4SCT,,Ground Level,POINT (-113.309013 53.524383),,
3401,3401,101 Street & 19 Avenue,,53.447266,-113.487353,1EDM,,Ground Level,POINT (-113.487353 53.447266),,
6340,6340,115 Street & 162 Avenue,,53.623098,-113.522958,1EDM,,Ground Level,POINT (-113.522958 53.623098),,
4109,4109,Rabbit Hill Road & 23 Avenue,,53.452739,-113.565256,1EDM,,Ground Level,POINT (-113.565256 53.452739),,
3971,3971,30 Street & 14 Avenue,,53.440576,-113.384965,1EDM,,Ground Level,POINT (-113.384965 53.440576),,
7533,7533,42 Street & 139 Avenue,,53.600313,-113.407673,1EDM,,Ground Level,POINT (-113.407673 53.600313),,
9244,9244,6143 Currents Drive W,,53.437672,-113.603761,1EDM,,Ground Level,POINT (-113.603761 53.437672),,
77340,77340,Northgate Mall Entrance,,53.598424,-113.487417,1EDM,,Ground Level,POINT (-113.487417 53.598424),,
3462,3462,Youville Drive W & 28 Avenue,,53.4592,-113.428853,1EDM,,Ground Level,POINT (-113.428853 53.4592),,
7156,7156,74 Street & Delwood Road,,53.596862,-113.455925,1EDM,,Ground Level,POINT (-113.455925 53.596862),,
S1012,1012,Sherwood Dr & Starling Rd,,53.52856,-113.284415,4SCT,,Ground Level,POINT (-113.284415 53.52856),,
L0142,142,45 Street & 66 Avenue,,53.284983,-113.541699,9LT,,Ground Level,POINT (-113.541699 53.284983),,
S6115,6115,Alder Av & Ivy Cr,,53.515029,-113.298644,4SCT,,Ground Level,POINT (-113.298644 53.515029),,
3454,3454,Grand Meadow Crescent & 38 Avenue,,53.473738,-113.429746,1EDM,,Ground Level,POINT (-113.429746 53.473738),,
3948,3948,6 Street & Maple Way,,53.481273,-113.352313,1EDM,,Ground Level,POINT (-113.352313 53.481273),,
9812,9812,57 Street & Watt Drive SW,,53.41466,-113.426429,1EDM,,Ground Level,POINT (-113.426429 53.41466),,
L0329,329,5 Street & 27 Avenue,,53.3599,-113.528942,9LT,,Ground Level,POINT (-113.528942 53.3599),,
5647,5647,182 Street & 93 Avenue,,53.527867,-113.639241,1EDM,,Ground Level,POINT (-113.639241 53.527867),,
9470,9470,50 Street & 4 Avenue SW,,53.428208,-113.41824,1EDM,,Ground Level,POINT (-113.41824 53.428208),,
S5114,5114,Chippewa Rd & Athabascan Av,,53.537006,-113.324488,4SCT,,Ground Level,POINT (-113.324488 53.537006),,
3043,3043,75 Street & Knottwood Road S,,53.442184,-113.448456,1EDM,,Ground Level,POINT (-113.448456 53.442184),,
3381,3381,82 Street & 34 Avenue,,53.465311,-113.457143,1EDM,,Ground Level,POINT (-113.457143 53.465311),,
3088,3088,57 Street & 19A Avenue,,53.450736,-113.428712,1EDM,,Ground Level,POINT (-113.428712 53.450736),,
6303,6303,Eaux Claires Transit Centre Bay C,,53.618006,-113.49025,1EDM,,Ground Level,POINT (-113.49025 53.618006),,
66014,66014,Naden Landing & Sir Arthur Currie Way,,53.604862,-113.508395,1EDM,,Ground Level,POINT (-113.508395 53.604862),,
A0241,241,Sturgeon Rd & Brandon St,,53.63632,-113.621685,2STA,,Ground Level,POINT (-113.621685 53.63632),,
77649,77649,52A Street & 167 Avenue,,53.628807,-113.415659,1EDM,,Ground Level,POINT (-113.415659 53.628807),,
1374,1374,82 Street & 123 Avenue,,53.578098,-113.467409,1EDM,,Ground Level,POINT (-113.467409 53.578098),,
7448,7448,97 Street & 144 Avenue,,53.607708,-113.491568,1EDM,,Ground Level,POINT (-113.491568 53.607708),,
4211,4211,Century Park Transit Centre Bay K,,53.457041,-113.515669,1EDM,,Ground Level,POINT (-113.515669 53.457041),,
6085,6085,Dunluce Road & Warwick Road N Ent,,53.626261,-113.533007,1EDM,,Ground Level,POINT (-113.533007 53.626261),,
7670,7670,Ozerna Road & 162 Avenue,,53.623114,-113.447193,1EDM,,Ground Level,POINT (-113.447193 53.623114),,
7739,7739,24 Street & 136 Avenue,,53.59798,-113.379434,1EDM,,Ground Level,POINT (-113.379434 53.59798),,
3568,3568,Youville Drive W & 31 Avenue,,53.461823,-113.432181,1EDM,,Ground Level,POINT (-113.432181 53.461823),,
3231,3231,66 Street & 38 Avenue,,53.474358,-113.441994,1EDM,,Ground Level,POINT (-113.441994 53.474358),,
1398,1398,97 Street & 122 Avenue,,53.576263,-113.492504,1EDM,,Ground Level,POINT (-113.492504 53.576263),,
7288,7288,78 Street & 160 Avenue,,53.621091,-113.463279,1EDM,,Ground Level,POINT (-113.463279 53.621091),,
1513,1513,102 Street Stop,,53.54316,-113.494138,1EDM,Q102St,Ground Level,POINT (-113.494138 53.54316),,
4370,4370,108 Street & 40 Avenue,,53.476125,-113.511154,1EDM,,Ground Level,POINT (-113.511154 53.476125),,
1830,1830,127 Street & 111 Avenue,,53.558816,-113.541451,1EDM,,Ground Level,POINT (-113.541451 53.558816),,
QCOL,,Coliseum Station,,53.570617,-113.458655,1EDM,,,POINT (-113.458655 53.570617),,
88156,88156,Granville Drive & Godson Point,,53.507308,-113.68372,1EDM,,Ground Level,POINT (-113.68372 53.507308),,
3054,3054,74 Street & Knottwood Road N,,53.449185,-113.447215,1EDM,,Ground Level,POINT (-113.447215 53.449185),,
S4937,4937,Salibury Wy & Tisbury St,,53.5097,-113.3031,4SCT,,Ground Level,POINT (-113.3031 53.5097),,
S9005,9005,Granada Blvd,,53.526902,-113.2774,4SCT,,Ground Level,POINT (-113.2774 53.526902),,
5153,5153,159 Street & Stony Plain Road,,53.541234,-113.595006,1EDM,,Ground Level,POINT (-113.595006 53.541234),,
